country_code,period,period_label,indicator,value,unit,source,fetched_at
AR,2019-02-01,Restaurantes y hoteles (201902),indec_11_variacion_interanual,42.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,Bienes y servicios varios (201902),indec_12_indice,196.1795,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,Bienes y servicios varios (201902),indec_12_variacion_mensual,3.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,Bienes y servicios varios (201902),indec_12_variacion_interanual,57.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Estacional_indice,169.2729,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Estacional_variacion_mensual,1.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Estacional_variacion_interanual,36.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Núcleo_indice,191.4115,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Núcleo_variacion_mensual,3.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Núcleo_variacion_interanual,52.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Regulados_indice,229.4204,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Regulados_variacion_mensual,4.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_Regulados_variacion_interanual,54.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_B_indice,192.3845,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_B_variacion_mensual,3.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_B_variacion_interanual,54.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_S_indice,206.0277,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_S_variacion_mensual,3.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-02-01,nan (201902),indec_S_variacion_interanual,45.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,NIVEL GENERAL (201903),indec_0_indice,205.9571,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,NIVEL GENERAL (201903),indec_0_variacion_mensual,4.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,NIVEL GENERAL (201903),indec_0_variacion_interanual,54.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Alimentos y bebidas no alcohólicas (201903),indec_01_indice,210.628,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Alimentos y bebidas no alcohólicas (201903),indec_01_variacion_mensual,6.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Alimentos y bebidas no alcohólicas (201903),indec_01_variacion_interanual,64.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bebidas alcohólicas y tabaco (201903),indec_02_indice,174.827,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bebidas alcohólicas y tabaco (201903),indec_02_variacion_mensual,4.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bebidas alcohólicas y tabaco (201903),indec_02_variacion_interanual,34.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Prendas de vestir y calzado (201903),indec_03_indice,166.0308,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Prendas de vestir y calzado (201903),indec_03_variacion_mensual,6.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Prendas de vestir y calzado (201903),indec_03_variacion_interanual,38.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,"Vivienda, agua, electricidad, gas y otros combustibles (201903)",indec_04_indice,255.6783,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,"Vivienda, agua, electricidad, gas y otros combustibles (201903)",indec_04_variacion_mensual,2.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,"Vivienda, agua, electricidad, gas y otros combustibles (201903)",indec_04_variacion_interanual,55.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Equipamiento y mantenimiento del hogar (201903),indec_05_indice,192.9944,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Equipamiento y mantenimiento del hogar (201903),indec_05_variacion_mensual,3.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Equipamiento y mantenimiento del hogar (201903),indec_05_variacion_interanual,52.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Salud (201903),indec_06_indice,210.369,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Salud (201903),indec_06_variacion_mensual,3.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Salud (201903),indec_06_variacion_interanual,56.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Transporte (201903),indec_07_indice,219.4872,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Transporte (201903),indec_07_variacion_mensual,4.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Transporte (201903),indec_07_variacion_interanual,67.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Comunicación (201903),indec_08_indice,236.0623,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Comunicación (201903),indec_08_variacion_mensual,4.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Comunicación (201903),indec_08_variacion_interanual,54.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Recreación y cultura (201903),indec_09_indice,189.9687,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Recreación y cultura (201903),indec_09_variacion_mensual,2.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Recreación y cultura (201903),indec_09_variacion_interanual,46.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Educación (201903),indec_10_indice,209.4616,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Educación (201903),indec_10_variacion_mensual,17.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Educación (201903),indec_10_variacion_interanual,36.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Restaurantes y hoteles (201903),indec_11_indice,190.4396,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Restaurantes y hoteles (201903),indec_11_variacion_mensual,4.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Restaurantes y hoteles (201903),indec_11_variacion_interanual,45.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bienes y servicios varios (201903),indec_12_indice,202.2281,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bienes y servicios varios (201903),indec_12_variacion_mensual,3.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,Bienes y servicios varios (201903),indec_12_variacion_interanual,59.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Estacional_indice,177.3407,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Estacional_variacion_mensual,4.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Estacional_variacion_interanual,40.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Núcleo_indice,200.1771,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Núcleo_variacion_mensual,4.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Núcleo_variacion_interanual,55.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Regulados_indice,240.6717,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Regulados_variacion_mensual,4.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_Regulados_variacion_interanual,58.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_B_indice,202.0032,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_B_variacion_mensual,5.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_B_variacion_interanual,59.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_S_indice,214.5221,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_S_variacion_mensual,4.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-03-01,nan (201903),indec_S_variacion_interanual,47.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,NIVEL GENERAL (201904),indec_0_indice,213.0517,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,NIVEL GENERAL (201904),indec_0_variacion_mensual,3.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,NIVEL GENERAL (201904),indec_0_variacion_interanual,55.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Alimentos y bebidas no alcohólicas (201904),indec_01_indice,215.9985,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Alimentos y bebidas no alcohólicas (201904),indec_01_variacion_mensual,2.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Alimentos y bebidas no alcohólicas (201904),indec_01_variacion_interanual,66.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bebidas alcohólicas y tabaco (201904),indec_02_indice,176.6323,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bebidas alcohólicas y tabaco (201904),indec_02_variacion_mensual,1.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bebidas alcohólicas y tabaco (201904),indec_02_variacion_interanual,34.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Prendas de vestir y calzado (201904),indec_03_indice,176.3303,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Prendas de vestir y calzado (201904),indec_03_variacion_mensual,6.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Prendas de vestir y calzado (201904),indec_03_variacion_interanual,41.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,"Vivienda, agua, electricidad, gas y otros combustibles (201904)",indec_04_indice,263.2012,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,"Vivienda, agua, electricidad, gas y otros combustibles (201904)",indec_04_variacion_mensual,2.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,"Vivienda, agua, electricidad, gas y otros combustibles (201904)",indec_04_variacion_interanual,48.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Equipamiento y mantenimiento del hogar (201904),indec_05_indice,201.8547,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Equipamiento y mantenimiento del hogar (201904),indec_05_variacion_mensual,4.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Equipamiento y mantenimiento del hogar (201904),indec_05_variacion_interanual,58.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Salud (201904),indec_06_indice,217.7389,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Salud (201904),indec_06_variacion_mensual,3.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Salud (201904),indec_06_variacion_interanual,58.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Transporte (201904),indec_07_indice,229.0584,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Transporte (201904),indec_07_variacion_mensual,4.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Transporte (201904),indec_07_variacion_interanual,68.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Comunicación (201904),indec_08_indice,244.3102,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Comunicación (201904),indec_08_variacion_mensual,3.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Comunicación (201904),indec_08_variacion_interanual,57.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Recreación y cultura (201904),indec_09_indice,195.9999,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Recreación y cultura (201904),indec_09_variacion_mensual,3.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Recreación y cultura (201904),indec_09_variacion_interanual,48.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Educación (201904),indec_10_indice,212.6984,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Educación (201904),indec_10_variacion_mensual,1.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Educación (201904),indec_10_variacion_interanual,37.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Restaurantes y hoteles (201904),indec_11_indice,198.2112,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Restaurantes y hoteles (201904),indec_11_variacion_mensual,4.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Restaurantes y hoteles (201904),indec_11_variacion_interanual,48.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bienes y servicios varios (201904),indec_12_indice,208.235,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bienes y servicios varios (201904),indec_12_variacion_mensual,3.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,Bienes y servicios varios (201904),indec_12_variacion_interanual,61.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Estacional_indice,180.1891,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Estacional_variacion_mensual,1.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Estacional_variacion_interanual,41.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Núcleo_indice,207.7179,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Núcleo_variacion_mensual,3.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Núcleo_variacion_interanual,58.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Regulados_indice,248.5813,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Regulados_variacion_mensual,3.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_Regulados_variacion_interanual,55.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_B_indice,209.6065,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_B_variacion_mensual,3.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_B_variacion_interanual,61.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_S_indice,220.6468,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_S_variacion_mensual,2.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-04-01,nan (201904),indec_S_variacion_interanual,46.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,NIVEL GENERAL (201905),indec_0_indice,219.5691,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,NIVEL GENERAL (201905),indec_0_variacion_mensual,3.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,NIVEL GENERAL (201905),indec_0_variacion_interanual,57.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Alimentos y bebidas no alcohólicas (201905),indec_01_indice,221.2588,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Alimentos y bebidas no alcohólicas (201905),indec_01_variacion_mensual,2.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Alimentos y bebidas no alcohólicas (201905),indec_01_variacion_interanual,64.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bebidas alcohólicas y tabaco (201905),indec_02_indice,180.4588,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bebidas alcohólicas y tabaco (201905),indec_02_variacion_mensual,2.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bebidas alcohólicas y tabaco (201905),indec_02_variacion_interanual,35.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Prendas de vestir y calzado (201905),indec_03_indice,182.2453,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Prendas de vestir y calzado (201905),indec_03_variacion_mensual,3.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Prendas de vestir y calzado (201905),indec_03_variacion_interanual,43.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (201905)",indec_04_indice,273.6695,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (201905)",indec_04_variacion_mensual,4.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,"Vivienda, agua, electricidad, gas y otros combustibles (201905)",indec_04_variacion_interanual,55.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Equipamiento y mantenimiento del hogar (201905),indec_05_indice,208.3447,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Equipamiento y mantenimiento del hogar (201905),indec_05_variacion_mensual,3.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Equipamiento y mantenimiento del hogar (201905),indec_05_variacion_interanual,59.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Salud (201905),indec_06_indice,228.7921,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Salud (201905),indec_06_variacion_mensual,5.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Salud (201905),indec_06_variacion_interanual,63.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Transporte (201905),indec_07_indice,237.057,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Transporte (201905),indec_07_variacion_mensual,3.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Transporte (201905),indec_07_variacion_interanual,70.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Comunicación (201905),indec_08_indice,249.1176,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Comunicación (201905),indec_08_variacion_mensual,2.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Comunicación (201905),indec_08_variacion_interanual,54.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Recreación y cultura (201905),indec_09_indice,200.6997,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Recreación y cultura (201905),indec_09_variacion_mensual,2.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Recreación y cultura (201905),indec_09_variacion_interanual,48.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Educación (201905),indec_10_indice,219.6863,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Educación (201905),indec_10_variacion_mensual,3.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Educación (201905),indec_10_variacion_interanual,40.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Restaurantes y hoteles (201905),indec_11_indice,202.6055,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Restaurantes y hoteles (201905),indec_11_variacion_mensual,2.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Restaurantes y hoteles (201905),indec_11_variacion_interanual,48.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bienes y servicios varios (201905),indec_12_indice,214.0404,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bienes y servicios varios (201905),indec_12_variacion_mensual,2.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,Bienes y servicios varios (201905),indec_12_variacion_interanual,62.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Estacional_indice,181.3032,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Estacional_variacion_mensual,0.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Estacional_variacion_interanual,39.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Núcleo_indice,214.3182,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Núcleo_variacion_mensual,3.2,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Núcleo_variacion_interanual,58.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Regulados_indice,257.831,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Regulados_variacion_mensual,3.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_Regulados_variacion_interanual,61.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_B_indice,216.1589,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_B_variacion_mensual,3.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_B_variacion_interanual,62.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_S_indice,227.1999,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_S_variacion_mensual,3.0,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-05-01,nan (201905),indec_S_variacion_interanual,48.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,NIVEL GENERAL (201906),indec_0_indice,225.537,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,NIVEL GENERAL (201906),indec_0_variacion_mensual,2.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,NIVEL GENERAL (201906),indec_0_variacion_interanual,55.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Alimentos y bebidas no alcohólicas (201906),indec_01_indice,226.9033,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Alimentos y bebidas no alcohólicas (201906),indec_01_variacion_mensual,2.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Alimentos y bebidas no alcohólicas (201906),indec_01_variacion_interanual,60.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Bebidas alcohólicas y tabaco (201906),indec_02_indice,185.3625,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Bebidas alcohólicas y tabaco (201906),indec_02_variacion_mensual,2.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Bebidas alcohólicas y tabaco (201906),indec_02_variacion_interanual,37.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Prendas de vestir y calzado (201906),indec_03_indice,185.7061,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Prendas de vestir y calzado (201906),indec_03_variacion_mensual,1.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Prendas de vestir y calzado (201906),indec_03_variacion_interanual,43.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (201906)",indec_04_indice,281.0736,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (201906)",indec_04_variacion_mensual,2.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,"Vivienda, agua, electricidad, gas y otros combustibles (201906)",indec_04_variacion_interanual,55.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Equipamiento y mantenimiento del hogar (201906),indec_05_indice,215.4878,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Equipamiento y mantenimiento del hogar (201906),indec_05_variacion_mensual,3.4,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Equipamiento y mantenimiento del hogar (201906),indec_05_variacion_interanual,58.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Salud (201906),indec_06_indice,236.9165,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Salud (201906),indec_06_variacion_mensual,3.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Salud (201906),indec_06_variacion_interanual,61.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Transporte (201906),indec_07_indice,240.7657,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Transporte (201906),indec_07_variacion_mensual,1.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Transporte (201906),indec_07_variacion_interanual,63.6,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Comunicación (201906),indec_08_indice,266.8665,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Comunicación (201906),indec_08_variacion_mensual,7.1,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Comunicación (201906),indec_08_variacion_interanual,65.3,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Recreación y cultura (201906),indec_09_indice,208.1341,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Recreación y cultura (201906),indec_09_variacion_mensual,3.7,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Recreación y cultura (201906),indec_09_variacion_interanual,48.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Educación (201906),indec_10_indice,223.5381,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Educación (201906),indec_10_variacion_mensual,1.8,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Educación (201906),indec_10_variacion_interanual,41.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Restaurantes y hoteles (201906),indec_11_indice,207.737,indice,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Restaurantes y hoteles (201906),indec_11_variacion_mensual,2.5,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Restaurantes y hoteles (201906),indec_11_variacion_interanual,47.9,%,indec,2026-08-05T21:48:05.576542+00:00
AR,2019-06-01,Bienes y servicios varios (201906),indec_12_indice,218.5697,indice,indec,2026-08-05T21:48:05.576542+00:00
